"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [°C]","1: Peltier power [%]"
36.27,"","","",208.6997,6.2574,194.0496,74.2743,37.0010,13.3300
36.30,"","","",208.6951,6.3481,193.9096,74.1803,37.0020,13.3160
36.33,"","","",208.6834,6.4388,193.7742,73.9923,37.0000,13.3370
36.37,"","","",208.6507,6.6202,193.5984,73.8982,36.9990,13.3700
36.40,"","","",208.6498,6.7109,193.4639,73.8042,36.9980,13.4020
36.43,"","","",208.6589,6.7109,193.2956,73.8042,36.9990,13.4300
36.47,"","","",208.6371,6.8016,193.0897,73.8982,37.0000,13.4130
36.50,"","","",208.6063,6.8922,192.9506,73.8982,37.0000,13.3970
36.53,"","","",208.5945,7.0736,192.8236,73.8982,37.0000,13.3730
36.57,"","","",208.5564,7.1643,192.6544,73.8982,37.0000,13.3590
36.60,"","","",208.5564,7.2550,192.5059,73.9923,37.0000,13.3540
36.63,"","","",208.5999,7.1643,192.3554,74.1803,36.9990,13.3860
36.67,"","","",208.6217,7.0736,192.2003,74.2743,37.0000,13.4100
36.70,"","","",208.5945,6.9829,192.0320,74.3683,36.9990,13.4400
36.73,"","","",208.5591,6.8922,191.8995,74.4624,37.0000,13.4290
36.77,"","","",208.4866,6.9829,191.7189,74.5564,37.0000,13.4500
36.80,"","","",208.4974,7.0736,191.5845,74.6504,37.0010,13.4130
36.83,"","","",208.5446,6.9829,191.4576,74.6504,37.0020,13.3660
36.87,"","","",208.5437,6.9829,191.3006,74.7444,37.0010,13.3630
36.90,"","","",208.4857,6.9829,191.1163,74.8384,37.0000,13.3610
36.93,"","","",208.4802,6.8922,191.0260,74.8384,36.9990,13.4060
36.97,"","","",208.4621,6.8922,190.8765,74.8384,36.9990,13.4220
37.00,"","","",208.4322,6.8922,190.7581,74.7444,36.9990,13.4410
37.03,"","","",208.3995,6.8922,190.6001,74.7444,37.0000,13.4190
37.07,"","","",208.3750,6.9829,190.3923,74.9324,37.0030,13.3520
37.10,"","","",208.3596,6.8922,190.2240,75.2145,37.0020,13.3500
37.13,"","","",208.3315,6.8922,190.0821,75.4025,37.0010,13.3330
37.17,"","","",208.3233,6.8922,189.9091,75.6846,37.0010,13.2970
37.20,"","","",208.3143,6.9829,189.7765,75.8726,37.0010,13.2600
37.23,"","","",208.2898,6.9829,189.6590,75.9666,37.0000,13.2580
37.27,"","","",208.2707,7.0736,189.5227,75.8726,37.0000,13.2770
37.30,"","","",208.2916,7.0736,189.3957,75.7786,36.9990,13.2960
37.33,"","","",208.2934,6.9829,189.2716,75.5906,36.9980,13.3360
37.37,"","","",208.2707,6.9829,189.1137,75.4966,36.9970,13.3720
37.40,"","","",208.2499,6.8922,188.9416,75.4025,36.9980,13.3990
37.43,"","","",208.2725,6.7109,188.7959,75.2145,36.9980,13.4300
37.47,"","","",208.2462,6.6202,188.5947,75.2145,36.9970,13.4540
37.50,"","","",208.2190,6.7109,188.4339,75.2145,36.9990,13.4610
37.53,"","","",208.1964,6.7109,188.3014,75.3085,37.0000,13.4660
37.57,"","","",208.1873,6.8016,188.1660,75.2145,37.0000,13.4980
37.60,"","","",208.1374,6.8922,188.0165,75.1205,37.0000,13.5000
37.63,"","","",208.1021,7.0736,187.8595,75.1205,37.0000,13.5040
37.67,"","","",208.0912,7.1643,187.6790,75.0265,37.0010,13.4680
37.70,"","","",208.1002,7.2550,187.5718,74.9324,37.0020,13.4370
37.73,"","","",208.1138,7.2550,187.4712,74.7444,37.0010,13.4180
37.77,"","","",208.1129,7.2550,187.3368,74.4624,37.0010,13.3870
37.80,"","","",208.1129,7.2550,187.2268,74.3683,37.0010,13.3920
37.83,"","","",208.0894,7.2550,187.0331,74.2743,37.0000,13.3860
37.87,"","","",208.0812,7.2550,186.8403,74.1803,37.0010,13.3660
37.90,"","","",208.0857,7.2550,186.6514,74.2743,37.0000,13.3610
37.93,"","","",208.0640,7.2550,186.4981,74.2743,37.0010,13.3360
37.97,"","","",208.0349,7.1643,186.3590,74.3683,37.0000,13.3170
38.00,"","","",207.9769,7.1643,186.2565,74.2743,37.0000,13.3350
38.03,"","","",207.9252,7.1643,186.1502,74.1803,36.9990,13.3700
38.07,"","","",207.9107,7.2550,185.9876,74.1803,37.0010,13.3290
38.10,"","","",207.9415,7.3457,185.8231,74.1803,37.0010,13.3040
38.13,"","","",207.9397,7.3457,185.6322,74.2743,37.0000,13.2830
38.17,"","","",207.9170,7.2550,185.5081,74.1803,36.9990,13.3170
38.20,"","","",207.8971,7.1643,185.3943,74.1803,37.0010,13.2770
38.23,"","","",207.8581,7.1643,185.2439,74.1803,37.0010,13.2500
38.27,"","","",207.8227,7.1643,185.1048,74.0863,36.9990,13.2880
38.30,"","","",207.8527,7.1643,184.9261,73.9923,36.9970,13.3370
38.33,"","","",207.8962,6.9829,184.7964,73.8042,36.9980,13.3400
38.37,"","","",207.8753,6.9829,184.6939,73.6162,36.9990,13.3570
38.40,"","","",207.8508,6.8922,184.5341,73.5222,36.9980,13.4190
38.43,"","","",207.8518,6.8922,184.3686,73.5222,37.0000,13.3870
38.47,"","","",207.8454,6.8016,184.1965,73.6162,37.0010,13.3730
38.50,"","","",207.7856,6.8922,184.0085,73.8042,37.0000,13.3940
38.53,"","","",207.7710,6.8922,183.8778,73.8982,37.0010,13.3360
38.57,"","","",207.7556,6.9829,183.7227,73.8982,37.0020,13.3120
38.60,"","","",207.7411,7.0736,183.5845,73.8982,37.0020,13.2800
38.63,"","","",207.7257,7.0736,183.4660,73.8982,37.0010,13.2770
38.67,"","","",207.7293,6.9829,183.3259,73.7102,37.0000,13.2740
38.70,"","","",207.7030,6.9829,183.1699,73.6162,36.9990,13.3310
38.73,"","","",207.6731,6.9829,183.0655,73.4282,36.9980,13.3630
38.77,"","","",207.7003,6.8922,182.9395,73.2401,36.9980,13.3790
38.80,"","","",207.6867,6.8016,182.7468,73.3341,36.9980,13.4080
38.83,"","","",207.5915,6.8922,182.5766,73.3341,36.9990,13.4310
38.87,"","","",207.5697,6.9829,182.4271,73.4282,37.0000,13.4200
38.90,"","","",207.5724,7.0736,182.2541,73.5222,37.0010,13.3770
38.93,"","","",207.5833,7.1643,182.1187,73.6162,37.0010,13.3520
38.97,"","","",207.5743,7.2550,181.9749,73.6162,37.0010,13.3280
39.00,"","","",207.5606,7.3457,181.8395,73.8042,37.0010,13.2950
39.03,"","","",207.5443,7.4364,181.6722,73.8042,37.0010,13.2680
39.07,"","","",207.5235,7.4364,181.4982,73.8982,37.0000,13.2540
39.10,"","","",207.5108,7.4364,181.3845,73.8042,36.9990,13.2930
39.13,"","","",207.5135,7.3457,181.2096,73.7102,36.9980,13.3410
39.17,"","","",207.4899,7.3457,181.0526,73.8042,36.9990,13.3540
39.20,"","","",207.5062,7.2550,180.9144,73.8042,36.9990,13.3930
39.23,"","","",207.5162,7.0736,180.7639,73.9923,36.9990,13.3890
39.27,"","","",207.5008,6.8922,180.6530,74.0863,37.0020,13.3260
39.30,"","","",207.4763,6.7109,180.5073,74.1803,37.0010,13.3230
39.33,"","","",207.4618,6.7109,180.3907,74.1803,37.0020,13.2810
39.37,"","","",207.4428,6.8016,180.2722,73.9923,37.0010,13.2530
39.40,"","","",207.4346,6.8016,180.0710,73.8982,36.9990,13.3040
39.43,"","","",207.4301,6.8016,179.9601,73.8042,37.0000,13.2890
39.47,"","","",207.3475,6.8016,179.7899,73.8982,37.0000,13.2750
39.50,"","","",207.2868,6.9829,179.6498,73.8982,36.9980,13.3190
39.53,"","","",207.2913,7.1643,179.5191,73.8042,36.9990,13.3430
39.57,"","","",207.3339,7.1643,179.3490,73.7102,37.0010,13.3190
39.60,"","","",207.3339,7.2550,179.2155,73.6162,37.0010,13.2950
39.63,"","","",207.3013,7.3457,179.0368,73.7102,37.0000,13.3120
39.67,"","","",207.2596,7.3457,178.9184,73.6162,37.0000,13.2830
39.70,"","","",207.2478,7.3457,178.7632,73.5222,37.0010,13.2490
39.73,"","","",207.2305,7.3457,178.6598,73.3341,37.0010,13.2370
39.77,"","","",207.1843,7.3457,178.4520,73.2401,36.9980,13.2960
39.80,"","","",207.1979,7.3457,178.2997,73.2401,36.9980,13.3120
39.83,"","","",207.2197,7.2550,178.1634,73.3341,36.9990,13.3270
39.87,"","","",207.2206,7.2550,178.0158,73.3341,36.9970,13.3840
39.90,"","","",207.1952,7.1643,177.8917,73.4282,36.9980,13.4020
39.93,"","","",207.1680,7.1643,177.7685,73.3341,37.0000,13.3900
39.97,"","","",207.1870,7.1643,177.6585,73.2401,37.0000,13.3910
40.00,"","","",207.1816,6.9829,177.4517,73.1461,37.0010,13.3660
40.03,"","","",207.1244,6.9829,177.2956,73.1461,37.0000,13.3520
40.07,"","","",207.1027,7.0736,177.1668,72.9581,37.0000,13.3260
40.10,"","","",207.0755,6.9829,177.0587,72.7700,37.0000,13.3070
40.13,"","","",207.0737,6.9829,176.9111,72.5820,37.0000,13.3040
40.17,"","","",207.0655,7.0736,176.7569,72.4880,37.0000,13.3050
40.20,"","","",206.9975,7.2550,176.5886,72.4880,36.9980,13.3470
40.23,"","","",206.9939,7.4364,176.4833,72.3940,36.9980,13.3740
40.27,"","","",207.0764,7.3457,176.3348,72.2999,37.0000,13.3570
40.30,"","","",207.1063,7.1643,176.1871,72.2059,37.0000,13.3790
40.33,"","","",207.0646,7.0736,176.0217,72.2059,37.0010,13.3290
40.37,"","","",207.0056,7.0736,175.8628,72.2059,37.0020,13.2930
40.40,"","","",206.9521,7.1643,175.7678,72.2059,37.0010,13.2830
40.43,"","","",206.9367,7.2550,175.6268,72.1119,37.0010,13.2520
40.47,"","","",206.9068,7.3457,175.4754,72.1119,37.0010,13.2350
40.50,"","","",206.8705,7.4364,175.3203,72.1119,37.0010,13.2100
40.53,"","","",206.8506,7.5270,175.1614,72.2059,36.9990,13.2510
40.57,"","","",206.8270,7.6177,175.0364,72.2059,36.9990,13.2800
40.60,"","","",206.8469,7.5270,174.8493,72.2999,37.0000,13.2760
40.63,"","","",206.8533,7.5270,174.7176,72.2999,37.0010,13.2330
40.67,"","","",206.8188,7.4364,174.5682,72.2999,37.0020,13.2090
40.70,"","","",206.8234,7.4364,174.4647,72.1119,37.0000,13.2080
40.73,"","","",206.7980,7.3457,174.3293,72.1119,37.0000,13.2180
40.77,"","","",206.7744,7.3457,174.1836,71.9239,37.0010,13.1850
40.80,"","","",206.7671,7.3457,174.0191,71.9239,37.0000,13.2120
40.83,"","","",206.7599,7.5270,173.8527,71.9239,36.9990,13.2390
40.87,"","","",206.7517,7.5270,173.7304,71.9239,36.9990,13.2760
40.90,"","","",206.7544,7.5270,173.6176,71.8298,36.9990,13.3020
40.93,"","","",206.7572,7.4364,173.4804,71.7358,37.0000,13.2850
40.97,"","","",206.7281,7.3457,173.3346,71.6418,37.0000,13.2820
41.00,"","","",206.6674,7.4364,173.2181,71.5478,37.0000,13.2920
41.03,"","","",206.6683,7.5270,173.0460,71.4538,36.9990,13.3240
41.07,"","","",206.6592,7.5270,172.9172,71.3598,37.0000,13.3320
41.10,"","","",206.6683,7.6177,172.7602,71.3598,37.0000,13.3400
41.13,"","","",206.6456,7.6177,172.6361,71.3598,37.0000,13.3520
41.17,"","","",206.6211,7.6177,172.4744,71.3598,36.9990,13.3870
41.20,"","","",206.5812,7.6177,172.3409,71.3598,37.0000,13.3650
41.23,"","","",206.5576,7.6177,172.1914,71.3598,37.0000,13.3660
41.27,"","","",206.5368,7.7084,172.0174,71.3598,37.0020,13.3180
41.30,"","","",206.5223,7.7084,171.8604,71.3598,37.0010,13.3050
41.33,"","","",206.5250,7.6177,171.7805,71.2657,37.0020,13.2590
41.37,"","","",206.4878,7.7084,171.6056,71.3598,37.0010,13.2480
41.40,"","","",206.4661,7.7991,171.4618,71.3598,37.0000,13.2570
41.43,"","","",206.4769,7.7991,171.3593,71.2657,37.0000,13.2490
41.47,"","","",206.4461,7.8898,171.2089,71.1717,37.0010,13.2140
41.50,"","","",206.4298,7.8898,171.0509,71.1717,37.0000,13.2390
41.53,"","","",206.4207,7.9805,170.9193,71.1717,36.9990,13.2850
41.57,"","","",206.3872,8.1619,170.8008,70.9837,36.9970,13.3120
41.60,"","","",206.3645,8.1619,170.6363,70.9837,36.9980,13.3390
41.63,"","","",206.3763,7.9805,170.4802,70.8897,36.9990,13.3460
41.67,"","","",206.3971,7.7084,170.3261,70.9837,37.0000,13.3660
41.70,"","","",206.4017,7.5270,170.1991,70.9837,37.0000,13.3690
41.73,"","","",206.3636,7.5270,170.0318,70.9837,37.0000,13.3460
41.77,"","","",206.3300,7.5270,169.9105,70.9837,37.0000,13.3430
41.80,"","","",206.3119,7.5270,169.7901,70.8897,37.0010,13.3030
41.83,"","","",206.3055,7.6177,169.6557,70.7956,37.0010,13.2700
41.87,"","","",206.3210,7.6177,169.5335,70.7956,37.0010,13.2450
41.90,"","","",206.3055,7.6177,169.3962,70.6076,37.0000,13.2740
41.93,"","","",206.2937,7.5270,169.2693,70.6076,37.0000,13.2890
41.97,"","","",206.3055,7.4364,169.0813,70.6076,37.0000,13.2950
42.00,"","","",206.3055,7.3457,168.9355,70.7016,36.9990,13.3270
42.03,"","","",206.3028,7.1643,168.7851,70.7016,37.0000,13.3350
42.07,"","","",206.2375,7.1643,168.6478,70.7016,37.0010,13.2800
42.10,"","","",206.2049,7.1643,168.5002,70.7016,37.0030,13.2510
42.13,"","","",206.2076,7.0736,168.3742,70.7016,37.0010,13.2460
42.17,"","","",206.2121,6.9829,168.2012,70.7956,37.0010,13.2090
42.20,"","","",206.1786,6.9829,168.0837,70.8897,37.0000,13.2350
42.23,"","","",206.1423,6.8922,167.9342,70.8897,36.9980,13.2800
42.27,"","","",206.1523,6.8016,167.7988,70.8897,36.9980,13.2870
42.30,"","","",206.1296,6.7109,167.6964,70.7956,36.9980,13.3290
42.33,"","","",206.0788,6.8016,167.5610,70.6076,36.9990,13.3220
42.37,"","","",206.0670,6.8016,167.3758,70.6076,37.0010,13.2840
42.40,"","","",206.0725,6.8016,167.2178,70.6076,37.0000,13.3170
42.43,"","","",206.0616,6.7109,167.0768,70.7016,37.0000,13.3180
42.47,"","","",206.0362,6.7109,166.9696,70.6076,37.0000,13.3530
42.50,"","","",206.0444,6.6202,166.8671,70.5136,37.0000,13.3720
42.53,"","","",206.0335,6.6202,166.7139,70.4196,37.0020,13.3060
42.57,"","","",205.9999,6.6202,166.5982,70.3256,37.0020,13.2840
42.60,"","","",206.0026,6.6202,166.4534,70.2315,37.0020,13.2590
42.63,"","","",205.9899,6.6202,166.3087,70.2315,37.0020,13.2440
42.67,"","","",205.9482,6.7109,166.1893,70.1375,37.0010,13.2330
42.70,"","","",205.9328,6.8016,165.9899,70.1375,37.0010,13.1940
42.73,"","","",205.9228,6.8922,165.8470,70.1375,36.9990,13.2390
42.77,"","","",205.9364,6.8922,165.7098,70.1375,37.0000,13.2060
42.80,"","","",205.9401,6.8922,165.5819,70.0435,37.0000,13.1900
42.83,"","","",205.9301,6.8922,165.4221,70.1375,37.0000,13.2040
42.87,"","","",205.9065,6.8922,165.3158,70.0435,36.9980,13.2520
42.90,"","","",205.8666,6.9829,165.1776,69.9495,36.9990,13.2630
42.93,"","","",205.8158,7.1643,165.0187,69.9495,36.9990,13.2800
42.97,"","","",205.7823,7.3457,164.8862,69.8555,36.9990,13.3230
43.00,"","","",205.7696,7.4364,164.7752,69.8555,36.9990,13.3300
43.03,"","","",205.7641,7.5270,164.6840,69.7614,37.0000,13.3280
43.07,"","","",205.7795,7.5270,164.5618,69.5734,37.0010,13.2810
43.10,"","","",205.7678,7.6177,164.4255,69.4794,37.0010,13.2680
43.13,"","","",205.7469,7.7084,164.2619,69.2914,37.0000,13.2710
43.17,"","","",205.7777,7.7084,164.0861,69.2914,37.0010,13.2410
43.20,"","","",205.7886,7.6177,163.9159,69.1973,36.9980,13.3170
43.23,"","","",205.7433,7.5270,163.8266,69.1033,36.9990,13.3000
43.27,"","","",205.7233,7.5270,163.6837,68.9153,37.0010,13.2610
43.30,"","","",205.7115,7.3457,163.5342,68.8213,37.0010,13.2470
43.33,"","","",205.6753,7.3457,163.3574,68.9153,37.0000,13.2560
43.37,"","","",205.6381,7.2550,163.2408,68.9153,37.0000,13.2510
43.40,"","","",205.6127,7.2550,163.1243,68.8213,36.9970,13.2950
43.43,"","","",205.5891,7.3457,163.0058,68.8213,36.9980,13.3250
43.47,"","","",205.5855,7.3457,162.8573,68.7272,36.9990,13.3390
43.50,"","","",205.5755,7.3457,162.6767,68.8213,36.9990,13.3730
43.53,"","","",205.5755,7.3457,162.5320,68.9153,36.9990,13.3830
43.57,"","","",205.5991,7.3457,162.4248,68.9153,37.0000,13.3670
43.60,"","","",205.5710,7.2550,162.2997,69.0093,37.0000,13.3550
43.63,"","","",205.5546,7.1643,162.1455,68.9153,37.0010,13.3180
43.67,"","","",205.5692,7.1643,161.9970,68.9153,37.0020,13.2800
43.70,"","","",205.5338,7.1643,161.8607,69.0093,37.0010,13.2820
43.73,"","","",205.5030,7.1643,161.7713,69.0093,37.0020,13.2410
43.77,"","","",205.4703,7.2550,161.6416,69.0093,37.0000,13.2440
43.80,"","","",205.4531,7.2550,161.4949,68.9153,36.9990,13.2860
43.83,"","","",205.4739,7.2550,161.3736,68.8213,36.9980,13.3110
43.87,"","","",205.4612,7.1643,161.2618,68.7272,37.0000,13.2820
43.90,"","","",205.3896,7.2550,161.1301,68.5392,37.0010,13.2360
43.93,"","","",205.3524,7.3457,160.9872,68.3512,37.0000,13.2330
43.97,"","","",205.3161,7.4364,160.8518,68.1631,37.0000,13.2610
44.00,"","","",205.3198,7.6177,160.7005,68.0691,37.0000,13.2780
44.03,"","","",205.3388,7.6177,160.5914,67.9751,36.9990,13.3030
44.07,"","","",205.3397,7.7084,160.4297,67.9751,36.9990,13.3170
44.10,"","","",205.3107,7.7084,160.2765,67.9751,37.0000,13.3400
44.13,"","","",205.3107,7.6177,160.1354,67.9751,37.0010,13.3160
44.17,"","","",205.2926,7.5270,160.0104,67.9751,37.0030,13.2380
44.20,"","","",205.2617,7.5270,159.8844,67.9751,37.0010,13.2430
44.23,"","","",205.2572,7.5270,159.7697,67.8811,37.0010,13.2260
44.27,"","","",205.2336,7.6177,159.6296,67.8811,36.9990,13.2760
44.30,"","","",205.2100,7.7084,159.4895,67.8811,37.0000,13.2430
44.33,"","","",205.2391,7.7991,159.3664,67.7871,37.0000,13.2460
44.37,"","","",205.2708,7.7084,159.2253,67.6930,37.0030,13.1840
44.40,"","","",205.2245,7.7084,159.0965,67.5050,37.0020,13.1740
44.43,"","","",205.1602,7.7084,158.9386,67.3170,37.0000,13.1680
44.47,"","","",205.1103,7.7991,158.8013,67.2230,36.9990,13.2230
44.50,"","","",205.0876,7.8898,158.6819,67.1289,36.9990,13.2460
44.53,"","","",205.0985,7.7991,158.5315,67.2230,37.0000,13.2440
44.57,"","","",205.1148,7.7991,158.4271,67.0349,37.0000,13.2560
44.60,"","","",205.1030,7.7084,158.2786,67.0349,37.0010,13.2310
44.63,"","","",205.0949,7.6177,158.1065,67.0349,37.0030,13.1930
44.67,"","","",205.0840,7.5270,157.9674,67.1289,37.0020,13.1760
44.70,"","","",205.0450,7.5270,157.8649,67.1289,37.0010,13.1580
44.73,"","","",205.0377,7.6177,157.7032,67.2230,37.0010,13.1270
44.77,"","","",205.0277,7.6177,157.5490,67.2230,36.9990,13.1720
44.80,"","","",205.0305,7.6177,157.4174,67.3170,36.9980,13.1960
44.83,"","","",205.0287,7.6177,157.2810,67.4110,37.0000,13.1920
44.87,"","","",205.0187,7.5270,157.1457,67.5990,37.0010,13.1510
44.90,"","","",204.9933,7.4364,157.0262,67.6930,37.0010,13.1250
44.93,"","","",204.9498,7.4364,156.8993,67.6930,37.0000,13.1170
44.97,"","","",204.9289,7.3457,156.7950,67.6930,37.0000,13.1050
45.00,"","","",204.8836,7.3457,156.6549,67.7871,36.9990,13.1330
45.03,"","","",204.8709,7.3457,156.5204,67.8811,36.9980,13.1910
45.07,"","","",204.8863,7.2550,156.3982,67.7871,36.9980,13.2000
45.10,"","","",204.8972,7.2550,156.2562,67.7871,37.0000,13.2220
45.13,"","","",204.8854,7.1643,156.0964,67.8811,36.9990,13.2610
45.17,"","","",204.8545,7.0736,156.0137,67.7871,36.9990,13.2980
45.20,"","","",204.8573,6.9829,155.8783,67.5990,36.9990,13.2910
45.23,"","","",204.8473,6.9829,155.7326,67.5050,37.0000,13.2670
45.27,"","","",204.8228,6.9829,155.5708,67.5050,37.0000,13.2770
45.30,"","","",204.7983,7.0736,155.4373,67.4110,37.0000,13.2960
45.33,"","","",204.7648,7.1643,155.3236,67.4110,37.0000,13.2710
45.37,"","","",204.7376,7.2550,155.2155,67.2230,37.0010,13.2340
45.40,"","","",204.7094,7.3457,155.0829,67.1289,37.0000,13.2120
45.43,"","","",204.6795,7.4364,154.9541,67.0349,37.0000,13.2230
45.47,"","","",204.6677,7.5270,154.8300,66.9409,36.9980,13.2720
45.50,"","","",204.6641,7.6177,154.7125,66.8469,36.9990,13.2900
45.53,"","","",204.6587,7.6177,154.5677,66.7529,37.0000,13.2630
45.57,"","","",204.6296,7.7084,154.4229,66.6588,36.9990,13.2960
45.60,"","","",204.6287,7.7991,154.2950,66.4708,37.0000,13.3140
45.63,"","","",204.6333,7.7991,154.1690,66.3768,37.0000,13.3220
45.67,"","","",204.6106,7.7991,154.0252,66.2828,37.0000,13.3190
45.70,"","","",204.5707,7.7084,153.8860,66.1888,37.0020,13.2670
45.73,"","","",204.5471,7.7084,153.7356,66.0947,37.0010,13.2670
45.77,"","","",204.5380,7.7991,153.6153,66.0947,36.9980,13.3270
45.80,"","","",204.5507,7.8898,153.4695,66.0007,36.9990,13.3380
45.83,"","","",204.5444,7.9805,153.3614,65.9067,36.9990,13.3660
45.87,"","","",204.5281,7.9805,153.2223,65.9067,37.0000,13.3590
45.90,"","","",204.5181,7.9805,153.1001,65.8127,37.0010,13.3190
45.93,"","","",204.4999,7.9805,152.9769,65.6247,37.0010,13.3080
45.97,"","","",204.5045,7.8898,152.8500,65.6247,37.0010,13.2740
46.00,"","","",204.4827,7.7991,152.7080,65.6247,37.0000,13.2560
46.03,"","","",204.4419,7.8898,152.5623,65.5306,37.0000,13.2530
46.07,"","","",204.3848,7.8898,152.4560,65.5306,37.0030,13.1760
46.10,"","","",204.3830,7.9805,152.3150,65.5306,37.0010,13.1800
46.13,"","","",204.4093,7.8898,152.1683,65.6247,37.0000,13.1800
46.17,"","","",204.4056,7.7991,152.0217,65.7187,36.9990,13.2170
46.20,"","","",204.3984,7.7084,151.8929,65.8127,36.9990,13.2460
46.23,"","","",204.3911,7.5270,151.7810,65.9067,36.9980,13.2790
46.27,"","","",204.3666,7.4364,151.6700,65.9067,36.9990,13.2820
46.30,"","","",204.3648,7.4364,151.5055,65.9067,37.0000,13.2720
46.33,"","","",204.3385,7.4364,151.3410,66.0007,37.0010,13.2770
46.37,"","","",204.3077,7.4364,151.1934,66.0947,37.0000,13.3020
46.40,"","","",204.3249,7.3457,151.0918,66.0947,37.0020,13.2410
46.43,"","","",204.3122,7.2550,150.9969,66.0947,37.0000,13.2480
46.47,"","","",204.2886,7.1643,150.8699,66.0947,37.0000,13.2360
46.50,"","","",204.2587,7.0736,150.6979,66.0947,37.0010,13.1990
46.53,"","","",204.2079,7.0736,150.5559,66.1888,37.0010,13.1650
46.57,"","","",204.2351,6.9829,150.4459,66.1888,37.0000,13.1930
46.60,"","","",204.2760,6.7109,150.3397,66.1888,36.9990,13.2190
46.63,"","","",204.2497,6.6202,150.2222,66.1888,36.9980,13.2460
46.67,"","","",204.2025,6.5295,150.1093,66.1888,37.0000,13.2210
46.70,"","","",204.1680,6.5295,149.9476,66.0947,37.0000,13.2220
46.73,"","","",204.1472,6.6202,149.8094,66.0947,37.0000,13.2170
46.77,"","","",204.1417,6.6202,149.6599,66.0947,36.9980,13.2790
46.80,"","","",204.1517,6.6202,149.5114,66.0947,36.9990,13.2800
46.83,"","","",204.0964,6.7109,149.3835,66.0947,36.9990,13.3150
46.87,"","","",204.0846,6.8016,149.2886,66.0007,36.9990,13.3090
46.90,"","","",204.0556,6.8922,149.1438,66.0007,36.9990,13.3550
46.93,"","","",204.0393,6.9829,149.0300,65.9067,37.0010,13.2950
46.97,"","","",204.0284,6.9829,148.9379,65.7187,37.0020,13.2580
47.00,"","","",203.9858,7.0736,148.7874,65.6247,37.0030,13.2260
47.03,"","","",203.9830,7.2550,148.6521,65.5306,37.0020,13.2150
47.07,"","","",203.9794,7.3457,148.5345,65.5306,37.0000,13.2330
47.10,"","","",203.9558,7.5270,148.3888,65.4366,37.0000,13.2140
47.13,"","","",203.9531,7.5270,148.2468,65.4366,36.9990,13.2700
47.17,"","","",203.9223,7.6177,148.1368,65.4366,37.0000,13.2580
47.20,"","","",203.9059,7.7084,148.0193,65.3426,37.0000,13.2420
47.23,"","","",203.9069,7.7084,147.8623,65.2486,37.0000,13.2510
47.27,"","","",203.8987,7.7084,147.7269,65.2486,37.0010,13.2100
47.30,"","","",203.8769,7.7084,147.6188,65.1546,37.0010,13.1820
47.33,"","","",203.8751,7.7084,147.5126,64.9665,37.0020,13.1540
47.37,"","","",203.8497,7.7991,147.3649,64.9665,37.0020,13.1040
47.40,"","","",203.8370,7.8898,147.2173,64.8725,37.0010,13.1130
47.43,"","","",203.8261,7.9805,147.0773,64.7785,37.0000,13.1170
47.47,"","","",203.8252,8.0712,146.9569,64.7785,36.9990,13.1470
47.50,"","","",203.8361,7.9805,146.8196,64.7785,36.9990,13.1860
47.53,"","","",203.8452,7.7991,146.6908,64.7785,36.9980,13.2090
47.57,"","","",203.8207,7.7084,146.5733,64.7785,36.9990,13.2410
47.60,"","","",203.7971,7.6177,146.4520,64.5905,36.9970,13.2730
